FSR1,FSR2,FSR3,FSR4,FSR5,FSR6,FSR7,FSR8,FSR9,FSR10,FSR11,Avg,Roll,Pitch,Yaw
24.478176386490464,208.19004741111246,21.37629120164107,40.533018076598125,15.015924235145889,17.66350963544824,70.92423551577757,14.688027836312337,14.688027836312337,44.40249152679969,36.7483085573977,42.39233818491966,-2.877915542854501,2.6431753233959556,0.014008494282496791
24.478176386490464,207.347352815977,21.7180579579008,40.15077916166118,15.015924235145889,17.66350963544824,70.92423551577757,14.688027836312337,14.688027836312337,44.40249152679969,37.123044598608004,45.88266380761277,-5.572194935456222,5.204375541793482,0.08045340848151052
24.478176386490464,208.19004741111246,21.7180579579008,40.15077916166118,15.015924235145889,17.66350963544824,70.92423551577757,14.688027836312337,15.015924235145889,44.01164873870886,36.7483085573977,46.20727528989284,-8.379497963982242,7.757068180493501,0.08138920776716622
24.478176386490464,209.03551859469985,21.37629120164107,40.916104527931836,15.015924235145889,17.66350963544824,71.37771584936281,14.688027836312337,15.015924235145889,44.01164873870886,36.7483085573977,46.37786875734815,-11.115510794296346,10.257755121207968,0.08466001807642344
24.478176386490464,209.03551859469985,21.7180579579008,40.916104527931836,15.015924235145889,17.66350963544824,70.92423551577757,14.688027836312337,15.015924235145889,43.23258041334031,36.7483085573977,46.317853054411586,-13.804637359143998,12.707134816787757,0.08567622657950595
24.478176386490464,209.03551859469985,21.7180579579008,40.533018076598125,15.015924235145889,17.66350963544824,70.47184659093739,14.688027836312337,15.015924235145889,44.01164873870886,36.7483085573977,46.30815115826642,-16.433100406459793,15.105718030203768,0.09261083913031422
24.478176386490464,209.03551859469985,22.060541206312013,40.15077916166118,15.015924235145889,17.66350963544824,70.92423551577757,14.688027836312337,15.015924235145889,44.7942106440118,36.7483085573977,46.406942263889114,-18.990839456470184,17.432136654631655,0.09892197790946666
24.478176386490464,209.03551859469985,22.060541206312013,39.388832715329926,15.015924235145889,17.66350963544824,71.37771584936281,14.688027836312337,15.015924235145889,44.40249152679969,36.7483085573977,46.35682608686117,-21.50946829419559,19.725361215924963,0.10013996122811583
24.478176386490464,209.03551859469985,21.7180579579008,39.769384973608084,15.015924235145889,17.66350963544824,71.83229154607268,14.688027836312337,15.015924235145889,44.40249152679969,36.37439250752483,46.36254379350083,-23.968579075504493,21.957034292235857,0.10611763323718351
24.478176386490464,209.03551859469985,21.7180579579008,39.769384973608084,15.015924235145889,17.330168240136416,72.28796657941304,14.688027836312337,15.015924235145889,44.7942106440118,36.7483085573977,46.43701766948027,-26.368404482188037,24.14544629288585,0.10773693333691309
24.478176386490464,209.03551859469985,21.37629120164107,39.769384973608084,15.015924235145889,17.330168240136416,72.28796657941304,14.688027836312337,15.015924235145889,44.40249152679969,36.7483085573977,46.382100003022565,-28.715527449098083,26.29955332359144,0.12320799644120772
24.478176386490464,209.03551859469985,21.7180579579008,40.15077916166118,15.015924235145889,17.330168240136416,71.83229154607268,14.688027836312337,15.015924235145889,44.7942106440118,36.7483085573977,46.432457283166464,-30.8886569503083,28.358535458417204,0.23027205799190137
24.478176386490464,209.03551859469985,21.7180579579008,40.15077916166118,15.015924235145889,17.330168240136416,72.28796657941304,14.688027836312337,15.015924235145889,44.7942106440118,36.7483085573977,46.47462664262349,-33.13274236374322,30.415662262888507,0.23163319922585518
24.478176386490464,209.03551859469985,21.37629120164107,40.15077916166118,15.015924235145889,17.330168240136416,72.28796657941304,14.688027836312337,15.015924235145889,44.7942106440118,36.7483085573977,46.44966019288993,-35.33284044436329,32.429866144575485,0.23788728153432592
24.478176386490464,209.03551859469985,21.37629120164107,38.63024286127324,15.015924235145889,17.330168240136416,71.83229154607268,14.688027836312337,15.015924235145889,44.7942106440118,36.00129376049322,46.22064414452607,-37.49531273678965,34.408063441319584,0.23925707304568686
24.478176386490464,209.03551859469985,21.7180579579008,39.769384973608084,15.015924235145889,17.66350963544824,71.83229154607268,14.688027836312337,15.015924235145889,44.40249152679969,36.00129376049322,46.3201037360536,-39.6056918090872,36.34664575084381,0.24544039170068632
